Date,Open,High,Low,Close,Volume,Sector,Ticker,return_1d,return_5d,return_20d,rsi_14,macd,macd_hist,macd_signal,roc_10,roc_20,volatility_5d,volatility_20d,atr_14,atr_ratio,ema_20,sma_50,price_to_ema20,price_to_sma50,ema20_to_sma50,volume_pct_change_5d,volume_ratio_20d,rel_return_5d,rel_return_20d,ratio_to_benchmark,ratio_trend_20d,target_forward_return_5d,target_forward_return_20d,target_label
2019-10-29,8133.25,8479.0498046875,8128.5,8449.75,3139000.0,AUTO,^CNXAUTO,0.058023990518490276,0.060893311152264706,0.13108979768073192,70.4876219789428,231.80464932070572,57.89543300274187,173.90921631796385,14.231351999893327,13.108979768073194,0.421308959001588,0.28409220891241904,199.30809215826775,0.023587454322112223,7757.963267102555,7352.517001953125,0.08917117922315375,0.14923229660746185,0.05514387318543115,1.0130827935612134,2.5435952288344352,0.05017459978254246,0.10078880572741489,0.7168794275002249,0.06758356592224381,-0.02291187424184149,-0.029219845631527575,Avoid
2019-10-30,8501.150390625,8501.150390625,8360.75,8428.900390625,1581000.0,AUTO,^CNXAUTO,-0.002467482395928866,0.06202245208471213,0.10041455538692512,69.61746615454912,256.32545905588813,65.93299419033943,190.3924648655487,12.081223362884444,10.041455538692516,0.41888038160240443,0.2764544100043758,195.1003991916058,0.02314660159095072,7821.862040771359,7378.34701171875,0.07760790802617859,0.14238329767327235,0.06011035105128436,0.39837254555103474,1.2659342771122926,0.03995287284168536,0.07683018994028368,0.7116539600826427,0.0558952219359547,-0.020174729012000014,-0.029559062164516314,Avoid
2019-10-31,8457.4501953125,8499.7001953125,8427.75,8449.5,1560900.0,AUTO,^CNXAUTO,0.002443926066312496,0.05137743539885298,0.11850944832379118,70.0113667085344,274.2591055044677,67.0933125111352,207.1657929933325,9.901473027021755,11.850944832379124,0.42470749970205773,0.26775374878208946,186.30395605738397,0.022049110131650864,7881.63708450742,7410.22201171875,0.07204885348106206,0.1402492376932438,0.0636168622266863,0.4678390069588114,1.2219303979552296,0.027821054883413465,0.08680017898802572,0.7113900594030393,0.051198446464936515,-0.024806155319841428,-0.04302029705899757,Strong Avoid
2019-11-01,8461.650390625,8499.099609375,8367.2998046875,8392.900390625,1071500.0,AUTO,^CNXAUTO,-0.006698574989644324,0.0474889537365637,0.12007640311584056,67.42481309555032,280.66915476042686,58.802689413675466,221.8664653467514,9.3708541301565,12.007640311584064,0.43274505374286737,0.26684527281642917,182.41080238810656,0.021733941057118022,7930.32882794719,7439.6990234375,0.05832943030655506,0.1281236464250237,0.06594753402846604,0.09292125662994688,0.8375575991839382,0.020897341284493498,0.08380892127758188,0.7058433271950154,0.03894814248575653,-0.0265999211107788,-0.04529428122960133,Strong Avoid
2019-11-04,8377.099609375,8417.7998046875,8266.650390625,8280.349609375,889500.0,AUTO,^CNXAUTO,-0.013410236749112459,0.03681275027061859,0.10935672097632443,62.481436488343725,273.51435433691404,41.318311192130096,232.19604314478394,4.629133300164266,10.935672097632438,0.4570917732241554,0.2735014022295842,180.17784607913467,0.021759690662715204,7963.664140464124,7465.33701171875,0.03976630145685921,0.10917291428061189,0.06675212759492612,-0.035458685751463936,0.7016865721092407,0.005959634997653396,0.05817674632246983,0.6934211304304234,0.01793931952038628,-0.014655131135720145,-0.038174669462882616,Avoid
2019-11-05,8288.75,8381.2001953125,8227.849609375,8256.150390625,933200.0,AUTO,^CNXAUTO,-0.002922487562916576,-0.02291187424184149,0.10173816722268558,61.43844284471321,262.86134676194615,24.532242893729745,238.3291038682164,3.658625702313318,10.173816722268556,0.09357960466702868,0.2750494856000215,178.26161321187504,0.021591371859492066,7991.5199738127785,7491.277021484375,0.03311390294704669,0.10210186687089935,0.06677672590317343,-0.702707868748009,0.7476725367346612,-0.033970858640337775,0.048423672321457056,0.6927927915377696,0.01474895682567124,-0.012832880979591677,-0.031443296652188035,Avoid
2019-11-06,8273.2998046875,8304.099609375,8195.599609375,8258.849609375,960000.0,AUTO,^CNXAUTO,0.000326934300163062,-0.020174729012000014,0.11532224855071482,61.51561074346675,251.73472469595072,10.724496662187448,241.01022803376327,4.05964369092433,11.532224855071485,0.09952597166951588,0.2684700520016338,173.27864083959827,0.020980965756163147,8016.979939104418,7515.644013671876,0.030169673880661028,0.09888781245507935,0.06670565084250278,-0.3927893738140418,0.7752125778240752,-0.03047101149310749,0.04451083848001969,0.6901901416238242,0.008901592503202138,-0.008227502648082696,-0.03838910013903174,Avoid
2019-11-07,8273.75,8276.25,8164.89990234375,8239.900390625,870300.0,AUTO,^CNXAUTO,-0.002294413828348385,-0.024806155319841428,0.12024419604882164,60.5987909477946,238.6368953742076,-1.8986661276445602,240.53556150185216,2.529680343657256,12.02441960488217,0.08460893870810794,0.26625183912712985,168.8551734693591,0.02049238042506863,8038.210458296854,7540.40501953125,0.025091397317168557,0.09276628633102708,0.06601839522892763,-0.442437055544878,0.7038898751632745,-0.03613852103484316,0.04064527969050502,0.6859695492945357,0.0009113030068468316,-0.010437078630112784,-0.0525856226929321,Strong Avoid
2019-11-08,8220.2001953125,8337.2998046875,8157.39990234375,8169.64990234375,1094700.0,AUTO,^CNXAUTO,-0.008525647756759014,-0.0265999211107788,0.09501724388885169,57.19546934010264,220.0515269501293,-16.387227641378274,236.43875459150757,1.9625830202758847,9.501724388885165,0.08785217522011175,0.2689213386187777,169.64408267467275,0.020765159425742884,8050.728500587034,7566.156015625,0.014771508162030825,0.07976228423950875,0.06404473869707888,0.021651889874008345,0.8895443797079544,-0.02807594265944502,0.04243748411875936,0.6860553179421985,-0.0009015640292692645,-0.006199764120763507,-0.037498558851140285,Avoid
2019-11-11,8134.10009765625,8209.2998046875,8115.9501953125,8159.0,1447900.0,AUTO,^CNXAUTO,-0.0013035934796538085,-0.014655131135720145,0.10861251666355609,56.67581119564362,202.1330662947248,-27.444550637426232,229.57761693215105,2.1618123452215987,10.861251666355615,0.053225286855011,0.26131438819729014,164.19447743898183,0.02012433845311703,8061.040071959698,7589.569013671875,0.012152269082628064,0.07502810572014698,0.0621209264239529,0.6277684092186622,1.152740734843358,-0.012322921926462338,0.04818282411443975,0.6848561807233864,-0.004804806698134613,-0.011649688036217687,-0.04383501683340485,Strong Avoid
2019-11-13,8146.5498046875,8211.650390625,8135.10009765625,8150.2001953125,1208200.0,AUTO,^CNXAUTO,-0.001078539611165552,-0.012832880979591677,0.10181767197886504,56.22127456515714,185.0888968455365,-35.59097606929163,220.67987291482814,-3.545072986626823,10.18176719788651,0.05485672044905238,0.2622939317958839,157.93417854825097,0.019377950818813643,8069.5315122790125,7612.118017578125,0.009996699673424396,0.07068757689933608,0.060090173805058635,0.2946849549935706,0.9505564319123241,-0.006392609880496725,0.05445827066043796,0.6883353302342399,-0.0022155344480336136,-0.008147087069491854,-0.03825676492561236,Avoid
2019-11-14,8155.9501953125,8205.0498046875,8125.0,8190.89990234375,772400.0,AUTO,^CNXAUTO,0.004993706418973343,-0.008227502648082696,0.08916470589533865,57.9028887860916,172.8726279309103,-38.24579598713427,211.11842391804458,-2.823624402371213,8.916470589533853,0.07624510430818607,0.25864558136500976,152.37100898676874,0.01860247479561668,8081.090406570893,7632.87701171875,0.013588450351151738,0.07310780584676896,0.05872142236328472,-0.19541666666666668,0.6195581116471952,-0.00037610666979615015,0.042348536418483684,0.6899285022739929,-0.0018468084413739668,-0.022738649259613886,-0.03042397172500466,Avoid
2019-11-15,8259.75,8297.150390625,8130.2001953125,8153.89990234375,1083900.0,AUTO,^CNXAUTO,-0.00451720817506418,-0.010437078630112784,0.06056643609973,55.80430605758242,158.37985168234536,-42.190857788559384,200.57070947090475,-3.49843301563702,6.056643609973011,0.079026201823104,0.25142417343523177,153.4123794386067,0.01881460175817341,8088.024644263545,7655.584013671875,0.008144789485393933,0.06509181896272676,0.056486955119215906,0.245432609445019,0.87218214517057,-0.00073019168984223,0.019689805401488236,0.6854637502964672,-0.009218254799306966,-0.014588075455409855,-0.010326311095264717,Avoid
